salmon_Module-KEGG_Ensembl-Gene-Rankings.txt	
salmon_Module-KEGG_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000177105	RHOG	ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]	14	0.135922330097	ENSG00000177105	nuclear transport // regulation of cell projection assembly // taxis // GTPase activity // extracellular organelle // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // regulation of plasma membrane organization // regulation of nucleic acid-templated transcription // intracellular // actin cytoskeleton organization // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000174775	HRAS	Harvey rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:5173]	14	0.135922330097	ENSG00000174775	regulation of cell projection assembly // taxis // positive regulation of small GTPase mediated signal transduction // GTPase activity // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // intracellular // actin cytoskeleton organization // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000147403	RPL10	ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]	14	0.135922330097	ENSG00000147403	viral life cycle // cytosol // viral transcription // SRP-dependent cotranslational protein targeting to membrane // poly(A) RNA binding // intracellular // nuclear-transcribed mRNA catabolic process // ribonucleoprotein complex // structural constituent of ribosome // gene expression // translational termination // translational elongation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000006451	RALA	v-ral simian leukemia viral oncogene homolog A (ras related) [Source:HGNC Symbol;Acc:HGNC:9839]	14	0.135922330097	ENSG00000006451	nuclear transport // regulation of cell projection assembly // taxis // GTPase activity // cytokinesis // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // intracellular // actin cytoskeleton organization // cell surface furrow // cell division site part // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000198563	DDX39B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:HGNC:13917]	13	0.126213592233	ENSG00000198563	nuclear transport // nucleoside catabolic process // mRNA splicing, via spliceosome // DNA binding // purine nucleotide catabolic process // nuclear speck // purine NTP-dependent helicase activity // cytoplasm // nucleus // ribonucleoprotein complex assembly // poly(A) RNA binding // regulation of nucleic acid-templated transcription // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000126524	SBDS	Shwachman-Bodian-Diamond syndrome [Source:HGNC Symbol;Acc:HGNC:19440]	13	0.126213592233	ENSG00000126524	taxis // negative regulation of cytoskeleton organization // ncRNA processing // ribosome biogenesis // ribonucleoprotein complex binding // rRNA metabolic process // negative regulation of protein complex disassembly // cytoplasm // nucleolus // nucleus // ribonucleoprotein complex assembly // poly(A) RNA binding // rRNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000107581	EIF3A	eukaryotic translation initiation factor 3, subunit A [Source:HGNC Symbol;Acc:HGNC:3271]	13	0.126213592233	ENSG00000107581	cytosol // eukaryotic translation initiation factor 3 complex // translation initiation factor activity // cytoplasm // nucleolus // nucleus // ribonucleoprotein complex assembly // poly(A) RNA binding // ribonucleoprotein complex // gene expression // regulation of translation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000105640	RPL18A	ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]	13	0.126213592233	ENSG00000105640	viral life cycle // cytosol // viral transcription // SRP-dependent cotranslational protein targeting to membrane // poly(A) RNA binding // nuclear-transcribed mRNA catabolic process // ribonucleoprotein complex // structural constituent of ribosome // gene expression // translational termination // translational elongation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000100823	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1 [Source:HGNC Symbol;Acc:HGNC:587]	13	0.126213592233	ENSG00000100823	NF-kappaB binding // DNA binding // nucleic acid-templated transcription // nuclear speck // cytoplasm // nucleolus // regulation of RNA stability // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // nuclease activity // intracellular // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000084733	RAB10	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	13	0.126213592233	ENSG00000084733	nuclear transport // epithelial cell differentiation // GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // GDP binding // cytoplasm // nucleus // intracellular // primary cilium // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000080371	RAB21	RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]	13	0.126213592233	ENSG00000080371	nuclear transport // GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // GDP binding // cytoplasm // nucleus // intracellular // cell surface furrow // cell division site part // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000183207	RUVBL2	RuvB-like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]	12	0.116504854369	ENSG00000183207	extracellular organelle // nucleoside catabolic process // DNA binding // purine nucleotide catabolic process // nucleic acid-templated transcription // purine NTP-dependent helicase activity // response to alcohol // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // intracellular // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000173801	JUP	junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]	12	0.116504854369	ENSG00000173801	desmosome // kinase binding // extracellular organelle // cytosol // response to alcohol // gastrulation // cell-cell junction assembly // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // epithelial cell-cell adhesion // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000170515	PA2G4	proliferation-associated 2G4, 38kDa [Source:HGNC Symbol;Acc:HGNC:8550]	12	0.116504854369	ENSG00000170515	ncRNA processing // extracellular organelle // DNA binding // nucleic acid-templated transcription // rRNA metabolic process // cytoplasm // nucleolus // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // ribonucleoprotein complex // regulation of translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000167658	EEF2	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]	12	0.116504854369	ENSG00000167658	GTPase activity // kinase binding // extracellular organelle // cytosol // GTP binding // nucleus // poly(A) RNA binding // ribonucleoprotein complex // gene expression // regulation of translation // translational elongation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000156976	EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]	12	0.116504854369	ENSG00000156976	cytosol // nucleoside catabolic process // DNA binding // purine nucleotide catabolic process // purine NTP-dependent helicase activity // translation initiation factor activity // poly(A) RNA binding // nuclear-transcribed mRNA catabolic process // gene expression // regulation of translation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) [Source:HGNC Symbol;Acc:HGNC:5036]	12	0.116504854369	ENSG00000138668	extracellular organelle // cytosol // mRNA splicing, via spliceosome // DNA binding // nucleic acid-templated transcription // regulation of RNA stability // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // ribonucleoprotein complex // gene expression // regulation of translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000138175	ARL3	ADP-ribosylation factor-like 3 [Source:HGNC Symbol;Acc:HGNC:694]	12	0.116504854369	ENSG00000138175	GTPase activity // cytokinesis // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // GDP binding // cytoplasm // nucleus // intracellular // primary cilium // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000134001	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa [Source:HGNC Symbol;Acc:HGNC:3265]	12	0.116504854369	ENSG00000134001	extracellular organelle // cytosol // ribonucleoprotein complex binding // translation initiation factor activity // cytoplasm // nucleus // poly(A) RNA binding // ribonucleoprotein complex // gene expression // regulation of translation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000119396	RAB14	RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]	12	0.116504854369	ENSG00000119396	nuclear transport // GTPase activity // extracellular organelle // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // GDP binding // cytoplasm // nucleus // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000111540	RAB5B	RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]	12	0.116504854369	ENSG00000111540	nuclear transport // GTP-dependent protein binding // GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // GDP binding // cytoplasm // nucleus // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000096696	DSP	desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]	12	0.116504854369	ENSG00000096696	desmosome // response to wounding // epithelial cell differentiation // kinase binding // extracellular organelle // intermediate filament organization // cellular component disassembly involved in execution phase of apoptosis // epidermis development // nucleus // poly(A) RNA binding // structural constituent of cytoskeleton // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000067560	RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	12	0.116504854369	ENSG00000067560	GTPase activity // extracellular organelle // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // cell-cell junction assembly // intracellular // actin cytoskeleton organization // cell surface furrow // cell division site part // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000184110	EIF3C	eukaryotic translation initiation factor 3, subunit C [Source:HGNC Symbol;Acc:HGNC:3279]	11	0.106796116505	ENSG00000184110	cytosol // translation initiation factor binding // eukaryotic translation initiation factor 3 complex // translation initiation factor activity // ribonucleoprotein complex assembly // poly(A) RNA binding // ribonucleoprotein complex // gene expression // regulation of translation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000175582	RAB6A	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]	11	0.106796116505	ENSG00000175582	nuclear transport // GTPase activity // extracellular organelle // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // cytoplasm // nucleus // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000175390	EIF3F	eukaryotic translation initiation factor 3, subunit F [Source:HGNC Symbol;Acc:HGNC:3275]	11	0.106796116505	ENSG00000175390	cytosol // translation initiation factor binding // eukaryotic translation initiation factor 3 complex // translation initiation factor activity // cysteine-type peptidase activity // ribonucleoprotein complex assembly // ribonucleoprotein complex // gene expression // regulation of translation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000168610	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:HGNC:11364]	11	0.106796116505	ENSG00000168610	nuclear transport // kinase binding // multicellular organismal homeostasis // cytosol // DNA binding // nucleic acid-templated transcription // astrocyte differentiation // response to alcohol // cytoplasm // nucleus // regulation of nucleic acid-templated transcription
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000115306	SPTBN1	spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]	11	0.106796116505	ENSG00000115306	negative regulation of cytoskeleton organization // cytokinesis // extracellular organelle // cytosol // actin binding // spectrin // negative regulation of protein complex disassembly // cytoplasm // nucleolus // poly(A) RNA binding // structural constituent of cytoskeleton
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000108774	RAB5C	RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]	11	0.106796116505	ENSG00000108774	nuclear transport // GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // GDP binding // cytoplasm // nucleus // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000106263	EIF3B	eukaryotic translation initiation factor 3, subunit B [Source:HGNC Symbol;Acc:HGNC:3280]	11	0.106796116505	ENSG00000106263	extracellular organelle // cytosol // translation initiation factor binding // eukaryotic translation initiation factor 3 complex // translation initiation factor activity // ribonucleoprotein complex assembly // ribonucleoprotein complex // gene expression // regulation of translation // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000026025	VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	11	0.106796116505	ENSG00000026025	peroxisome // extracellular organelle // intermediate filament organization // cytosol // cellular component disassembly involved in execution phase of apoptosis // intermediate filament cytoskeleton // astrocyte differentiation // cytoplasm // structural constituent of cytoskeleton // intermediate filament // actin filament-based movement
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000174903	RAB1B	RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]	10	0.0970873786408	ENSG00000174903	nuclear transport // GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // cytoplasm // nucleus // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000158186	MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]	10	0.0970873786408	ENSG00000158186	nuclear transport // GTP-dependent protein binding // GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // intracellular // actin cytoskeleton organization // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000140416	TPM1	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]	10	0.0970873786408	ENSG00000140416	response to wounding // cytosol // actin binding // cytoplasm // muscle thin filament tropomyosin // structural constituent of cytoskeleton // actin cytoskeleton organization // stress fiber // ruffle organization // actin filament-based movement
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000137486	ARRB1	arrestin, beta 1 [Source:HGNC Symbol;Acc:HGNC:711]	10	0.0970873786408	ENSG00000137486	positive regulation of small GTPase mediated signal transduction // kinase binding // cytosol // DNA binding // nucleic acid-templated transcription // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // intracellular // actin cytoskeleton organization
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]	10	0.0970873786408	ENSG00000135486	nuclear transport // extracellular organelle // mRNA splicing, via spliceosome // DNA binding // intermediate filament cytoskeleton // cytoplasm // nucleus // poly(A) RNA binding // ribonucleoprotein complex // gene expression
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000130741	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa [Source:HGNC Symbol;Acc:HGNC:3267]	10	0.0970873786408	ENSG00000130741	GTPase activity // extracellular organelle // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // translation initiation factor activity // gene expression // translational initiation // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000106211	HSPB1	heat shock 27kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:5246]	10	0.0970873786408	ENSG00000106211	kinase binding // extracellular organelle // cytosol // cytoplasm // nucleus // poly(A) RNA binding // retina homeostasis // intracellular // gene expression // regulation of translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000197694	SPTAN1	spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]	9	0.0873786407767	ENSG00000197694	negative regulation of cytoskeleton organization // extracellular organelle // cytosol // cellular component disassembly involved in execution phase of apoptosis // actin binding // spectrin // cortical cytoskeleton // negative regulation of protein complex disassembly // structural constituent of cytoskeleton
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]	9	0.0873786407767	ENSG00000197157	extracellular organelle // nucleic acid-templated transcription // cytoplasm // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // nuclease activity // osteoblast differentiation // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000196586	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	9	0.0873786407767	ENSG00000196586	epithelial cell differentiation // extracellular organelle // cytosol // microfilament motor activity // actin binding // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // actin filament-based movement
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000175793	SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	9	0.0873786407767	ENSG00000175793	positive regulation of apoptotic signaling pathway // epithelial cell differentiation // kinase binding // extracellular organelle // cytosol // keratinization // cytoplasm // nucleus // intrinsic apoptotic signaling pathway in response to DNA damage
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000172725	CORO1B	coronin, actin binding protein, 1B [Source:HGNC Symbol;Acc:HGNC:2253]	9	0.0873786407767	ENSG00000172725	taxis // negative regulation of cytoskeleton organization // response to wounding // extracellular organelle // actin binding // cytoplasm // actin cytoskeleton organization // stress fiber // ruffle organization
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000167460	TPM4	tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]	9	0.0873786407767	ENSG00000167460	extracellular organelle // cytosol // actin binding // cortical cytoskeleton // cytoplasm // muscle thin filament tropomyosin // osteoblast differentiation // stress fiber // actin filament-based movement
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000144118	RALB	v-ral simian leukemia viral oncogene homolog B [Source:HGNC Symbol;Acc:HGNC:9840]	9	0.0873786407767	ENSG00000144118	nuclear transport // GTPase activity // cytokinesis // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000143862	ARL8A	ADP-ribosylation factor-like 8A [Source:HGNC Symbol;Acc:HGNC:25192]	9	0.0873786407767	ENSG00000143862	GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // cytoplasm // nucleus // intracellular // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000143556	S100A7	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]	9	0.0873786407767	ENSG00000143556	epithelial cell differentiation // extracellular organelle // cytosol // RAGE receptor binding // defense response to bacterium // sequestering of metal ion // epidermis development // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000130402	ACTN4	actinin, alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]	9	0.0873786407767	ENSG00000130402	extracellular organelle // actin binding // cortical cytoskeleton // cell-cell junction assembly // cytoplasm // nucleus // poly(A) RNA binding // stress fiber // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000121691	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]	9	0.0873786407767	ENSG00000121691	peroxisome // microbody lumen // microbody membrane // extracellular organelle // cytosol // purine nucleotide catabolic process // regulation of nucleic acid-templated transcription // osteoblast differentiation // NADP binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000105357	MYH14	myosin, heavy chain 14, non-muscle [Source:HGNC Symbol;Acc:HGNC:23212]	9	0.0873786407767	ENSG00000105357	extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // microfilament motor activity // actin binding // cytoplasm // actin cytoskeleton organization // stress fiber // actin filament-based movement
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000100129	EIF3L	eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:HGNC:18138]	9	0.0873786407767	ENSG00000100129	eukaryotic translation initiation factor 3 complex // translation initiation factor activity // cytoplasm // nucleolus // ribonucleoprotein complex assembly // poly(A) RNA binding // ribonucleoprotein complex // regulation of translation // translational initiation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000044115	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa [Source:HGNC Symbol;Acc:HGNC:2509]	9	0.0873786407767	ENSG00000044115	positive regulation of apoptotic signaling pathway // response to wounding // cytosol // actin binding // response to alcohol // cell-cell junction assembly // cytoplasm // poly(A) RNA binding // epithelial cell-cell adhesion
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	9	0.0873786407767	ENSG00000012223	extracellular organelle // defense response to bacterium // DNA binding // nucleic acid-templated transcription // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // retina homeostasis // response to fungus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000178952	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	8	0.0776699029126	ENSG00000178952	GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // poly(A) RNA binding // intracellular // translational elongation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000161533	ACOX1	acyl-CoA oxidase 1, palmitoyl [Source:HGNC Symbol;Acc:HGNC:119]	8	0.0776699029126	ENSG00000161533	peroxisome // microbody lumen // microbody membrane // alpha-linolenic acid metabolic process // fatty acid beta-oxidation using acyl-CoA oxidase // very long-chain fatty acid metabolic process // cytoplasm // fatty acid binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000153187	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) [Source:HGNC Symbol;Acc:HGNC:5048]	8	0.0776699029126	ENSG00000153187	mRNA splicing, via spliceosome // DNA binding // regulation of RNA stability // nucleus // poly(A) RNA binding // osteoblast differentiation // ribonucleoprotein complex // gene expression
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000151914	DST	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]	8	0.0776699029126	ENSG00000151914	response to wounding // extracellular organelle // cytosol // intermediate filament cytoskeleton // actin binding // cytoplasm // nucleus // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000136810	TXN	thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]	8	0.0776699029126	ENSG00000136810	extracellular organelle // cytosol // nucleic acid-templated transcription // cytoplasm // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000135316	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]	8	0.0776699029126	ENSG00000135316	mRNA splicing, via spliceosome // cytoplasm // regulation of RNA stability // nucleus // poly(A) RNA binding // osteoblast differentiation // ribonucleoprotein complex // regulation of translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000131981	LGALS3	lectin, galactoside-binding, soluble, 3 [Source:HGNC Symbol;Acc:HGNC:6563]	8	0.0776699029126	ENSG00000131981	taxis // epithelial cell differentiation // extracellular organelle // cytoplasm // nucleus // poly(A) RNA binding // myeloid leukocyte migration // ribonucleoprotein complex
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000131095	GFAP	glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]	8	0.0776699029126	ENSG00000131095	response to wounding // kinase binding // intermediate filament organization // cytosol // astrocyte differentiation // cytoplasm // structural constituent of cytoskeleton // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]	8	0.0776699029126	ENSG00000122566	mRNA splicing, via spliceosome // DNA binding // cytoplasm // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // ribonucleoprotein complex // gene expression
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000105141	CASP14	caspase 14, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1502]	8	0.0776699029126	ENSG00000105141	extracellular organelle // keratinization // epidermis development // cysteine-type peptidase activity // cytoplasm // nucleus // intrinsic apoptotic signaling pathway in response to DNA damage // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000277586	NEFL	neurofilament, light polypeptide [Source:HGNC Symbol;Acc:HGNC:7739]	7	0.0679611650485	ENSG00000277586	response to wounding // intermediate filament organization // cytosol // response to alcohol // cytoplasm // structural constituent of cytoskeleton // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000253729	PRKDC	protein kinase, DNA-activated, catalytic polypeptide [Source:HGNC Symbol;Acc:HGNC:9413]	7	0.0679611650485	ENSG00000253729	cytosol // DNA binding // nucleolus // nucleus // poly(A) RNA binding // regulation of nucleic acid-templated transcription // intrinsic apoptotic signaling pathway in response to DNA damage
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000198805	PNP	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]	7	0.0679611650485	ENSG00000198805	extracellular organelle // cytosol // nucleoside catabolic process // purine nucleotide catabolic process // cytoplasm // intracellular // pyridine nucleotide biosynthetic process
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000198431	TXNRD1	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]	7	0.0679611650485	ENSG00000198431	ncRNA processing // cytosol // gastrulation // cytoplasm // nucleolus // nucleus // NADP binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000178209	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	7	0.0679611650485	ENSG00000178209	extracellular organelle // cytosol // cellular component disassembly involved in execution phase of apoptosis // intermediate filament cytoskeleton // actin binding // cytoplasm // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000176788	BASP1	brain abundant, membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]	7	0.0679611650485	ENSG00000176788	epithelial cell differentiation // extracellular organelle // DNA binding // nuclear speck // cytoplasm // nucleus // regulation of nucleic acid-templated transcription
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000160789	LMNA	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]	7	0.0679611650485	ENSG00000160789	nuclear transport // cytosol // cellular component disassembly involved in execution phase of apoptosis // nuclear speck // cytoplasm // nucleus // intermediate filament
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000136068	FLNB	filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]	7	0.0679611650485	ENSG00000136068	extracellular organelle // cytosol // actin binding // cytoplasm // poly(A) RNA binding // actin cytoskeleton organization // stress fiber
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000133835	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]	7	0.0679611650485	ENSG00000133835	peroxisome // microbody lumen // microbody membrane // alpha-linolenic acid metabolic process // fatty acid beta-oxidation using acyl-CoA oxidase // very long-chain fatty acid metabolic process // osteoblast differentiation
